Index,Company,Category,Indicator,IndicatorNr,IndicatorSuffix,Score,Score_Adjusted
2019,DeutscheTelekom,P,P02b,2,b,NA,NA
2019,DeutscheTelekom,P,P03a,3,a,83.33,83.33
2019,DeutscheTelekom,P,P03b,3,b,NA,NA
2019,DeutscheTelekom,P,P04,4,NA,75,75
2019,DeutscheTelekom,P,P05,5,NA,75,75
2019,DeutscheTelekom,P,P06,6,NA,70,70
2019,DeutscheTelekom,P,P07,7,NA,62.5,62.5
2019,DeutscheTelekom,P,P08,8,NA,75,75
2019,DeutscheTelekom,P,P09,9,NA,NA,NA
2019,DeutscheTelekom,P,P10a,10,a,85.71,85.71
2019,DeutscheTelekom,P,P10b,10,b,10,10
2019,DeutscheTelekom,P,P11a,11,a,45,45
2019,DeutscheTelekom,P,P11b,11,b,0,0
2019,DeutscheTelekom,P,P12,12,NA,0,0
2019,DeutscheTelekom,P,P13,13,NA,100,100
2019,DeutscheTelekom,P,P14,14,NA,8.33,8.33
2019,DeutscheTelekom,P,P15,15,NA,50,50
2019,DeutscheTelekom,P,P16,16,NA,NA,NA
2019,DeutscheTelekom,P,P17,17,NA,NA,NA
2019,DeutscheTelekom,P,P18,18,NA,100,100
2019,Etisalat,G,G01,1,NA,0,0
2019,Etisalat,G,G02,2,NA,0,0
2019,Etisalat,G,G03,3,NA,0,0
2019,Etisalat,G,G04a,4,a,0,0
2019,Etisalat,G,G04b,4,b,0,0
2019,Etisalat,G,G04c,4,c,0,0
2019,Etisalat,G,G04d,4,d,0,0
2019,Etisalat,G,G04e,4,e,NA,NA
2019,Etisalat,G,G05,5,NA,0,0
2019,Etisalat,G,G06a,6,a,22.22,22.22
2019,Etisalat,G,G06b,6,b,NA,NA
2019,Etisalat,F,F01a,1,a,83.33,83.33
2019,Etisalat,F,F01b,1,b,NA,NA
2019,Etisalat,F,F01c,1,c,NA,NA
2019,Etisalat,F,F01d,1,d,NA,NA
2019,Etisalat,F,F02a,2,a,0,0
2019,Etisalat,F,F02b,2,b,NA,NA
2019,Etisalat,F,F02c,2,c,NA,NA
2019,Etisalat,F,F02d,2,d,NA,NA
2019,Etisalat,F,F03a,3,a,80,80
2019,Etisalat,F,F03b,3,b,NA,NA
2019,Etisalat,F,F03c,3,c,NA,NA
2019,Etisalat,F,F04a,4,a,NA,NA
2019,Etisalat,F,F04b,4,b,NA,NA
2019,Etisalat,F,F04c,4,c,NA,NA
2019,Etisalat,F,F05a,5,a,0,0
2019,Etisalat,F,F05b,5,b,0,0
2019,Etisalat,F,F06,6,NA,0,0
2019,Etisalat,F,F07,7,NA,0,0
2019,Etisalat,F,F08,8,NA,16.67,16.67
2019,Etisalat,F,F09,9,NA,0,0
2019,Etisalat,F,F10,10,NA,12.5,12.5
2019,Etisalat,F,F11,11,NA,0,0
2019,Etisalat,F,F12,12,NA,NA,NA
2019,Etisalat,F,F13,13,NA,NA,NA
2019,Etisalat,P,P01a,1,a,0,0
2019,Etisalat,P,P01b,1,b,NA,NA
2019,Etisalat,P,P02a,2,a,0,0
2019,Etisalat,P,P02b,2,b,NA,NA
2019,Etisalat,P,P03a,3,a,0,0
2019,Etisalat,P,P03b,3,b,NA,NA
2019,Etisalat,P,P04,4,NA,25,25
2019,Etisalat,P,P05,5,NA,0,0
2019,Etisalat,P,P06,6,NA,0,0
2019,Etisalat,P,P07,7,NA,0,0
2019,Etisalat,P,P08,8,NA,0,0
2019,Etisalat,P,P09,9,NA,NA,NA
2019,Etisalat,P,P10a,10,a,0,0
2019,Etisalat,P,P10b,10,b,0,0
2019,Etisalat,P,P11a,11,a,0,0
2019,Etisalat,P,P11b,11,b,0,0
2019,Etisalat,P,P12,12,NA,0,0
2019,Etisalat,P,P13,13,NA,33.33,33.33
2019,Etisalat,P,P14,14,NA,0,0
2019,Etisalat,P,P15,15,NA,0,0
2019,Etisalat,P,P16,16,NA,NA,NA
2019,Etisalat,P,P17,17,NA,NA,NA
2019,Etisalat,P,P18,18,NA,0,0
2019,Facebook,G,G01,1,NA,100,100
2019,Facebook,G,G02,2,NA,100,100
2019,Facebook,G,G03,3,NA,100,100
2019,Facebook,G,G04a,4,a,83.33,83.33
2019,Facebook,G,G04b,4,b,0,0
2019,Facebook,G,G04c,4,c,0,0
2019,Facebook,G,G04d,4,d,0,0
2019,Facebook,G,G04e,4,e,NA,NA
2019,Facebook,G,G05,5,NA,100,100
2019,Facebook,G,G06a,6,a,9.73,9.73
2019,Facebook,G,G06b,6,b,NA,NA
2019,Facebook,F,F01a,1,a,100,100
2019,Facebook,F,F01b,1,b,NA,NA
2019,Facebook,F,F01c,1,c,NA,NA
2019,Facebook,F,F01d,1,d,NA,NA
2019,Facebook,F,F02a,2,a,40.63,40.63
2019,Facebook,F,F02b,2,b,NA,NA
2019,Facebook,F,F02c,2,c,NA,NA
2019,Facebook,F,F02d,2,d,NA,NA
2019,Facebook,F,F03a,3,a,73.33,73.33
2019,Facebook,F,F03b,3,b,NA,NA
2019,Facebook,F,F03c,3,c,NA,NA
2019,Facebook,F,F04a,4,a,NA,NA
2019,Facebook,F,F04b,4,b,NA,NA
2019,Facebook,F,F04c,4,c,NA,NA
2019,Facebook,F,F05a,5,a,46.43,46.43
2019,Facebook,F,F05b,5,b,42.5,42.5
2019,Facebook,F,F06,6,NA,20,20
2019,Facebook,F,F07,7,NA,25,25
2019,Facebook,F,F08,8,NA,50,50
2019,Facebook,F,F09,9,NA,NA,NA
2019,Facebook,F,F10,10,NA,NA,NA
2019,Facebook,F,F11,11,NA,50,50
2019,Facebook,F,F12,12,NA,NA,NA
2019,Facebook,F,F13,13,NA,NA,NA
2019,Facebook,P,P01a,1,a,100,100
2019,Facebook,P,P01b,1,b,NA,NA
2019,Facebook,P,P02a,2,a,31.25,31.25
2019,Facebook,P,P02b,2,b,NA,NA
2019,Facebook,P,P03a,3,a,54.17,54.17
2019,Facebook,P,P03b,3,b,NA,NA
2019,Facebook,P,P04,4,NA,53.13,53.13
2019,Facebook,P,P05,5,NA,50,50
2019,Facebook,P,P06,6,NA,40,40
2019,Facebook,P,P07,7,NA,21.88,21.88
2019,Facebook,P,P08,8,NA,84.38,84.38
2019,Facebook,P,P09,9,NA,45,45
2019,Facebook,P,P10a,10,a,100,100
2019,Facebook,P,P10b,10,b,0,0
2019,Facebook,P,P11a,11,a,80,80
2019,Facebook,P,P11b,11,b,0,0
2019,Facebook,P,P12,12,NA,66.67,66.67
2019,Facebook,P,P13,13,NA,16.67,16.67
2019,Facebook,P,P14,14,NA,66.67,66.67
2019,Facebook,P,P15,15,NA,0,0
2019,Facebook,P,P16,16,NA,62.5,62.5
2019,Facebook,P,P17,17,NA,58.33,58.33
2019,Facebook,P,P18,18,NA,100,100
2019,Google,G,G01,1,NA,100,100
2019,Google,G,G02,2,NA,50,50
2019,Google,G,G03,3,NA,100,100
2019,Google,G,G04a,4,a,83.33,83.33
2019,Google,G,G04b,4,b,0,0
2019,Google,G,G04c,4,c,0,0
2019,Google,G,G04d,4,d,0,0
2019,Google,G,G04e,4,e,NA,NA
2019,Google,G,G05,5,NA,100,100
2019,Google,G,G06a,6,a,20,20
2019,Google,G,G06b,6,b,NA,NA
2019,Google,F,F01a,1,a,90,90
2019,Google,F,F01b,1,b,NA,NA
2019,Google,F,F01c,1,c,NA,NA
2019,Google,F,F01d,1,d,NA,NA
2019,Google,F,F02a,2,a,40,40
2019,Google,F,F02b,2,b,NA,NA
2019,Google,F,F02c,2,c,NA,NA
2019,Google,F,F02d,2,d,NA,NA
2019,Google,F,F03a,3,a,73.33,73.33
2019,Google,F,F03b,3,b,NA,NA
2019,Google,F,F03c,3,c,NA,NA
2019,Google,F,F04a,4,a,NA,NA
2019,Google,F,F04b,4,b,NA,NA
2019,Google,F,F04c,4,c,NA,NA
2019,Google,F,F05a,5,a,100,100
2019,Google,F,F05b,5,b,65,65
2019,Google,F,F06,6,NA,82.22,82.22
2019,Google,F,F07,7,NA,19.45,19.45
2019,Google,F,F08,8,NA,42.5,42.5
2019,Google,F,F09,9,NA,NA,NA
2019,Google,F,F10,10,NA,NA,NA
2019,Google,F,F11,11,NA,100,100
2019,Google,F,F12,12,NA,NA,NA
2019,Google,F,F13,13,NA,NA,NA
2019,Google,P,P01a,1,a,95,95
2019,Google,P,P01b,1,b,NA,NA
2019,Google,P,P02a,2,a,48,48
2019,Google,P,P02b,2,b,NA,NA
2019,Google,P,P03a,3,a,61.34,61.34
2019,Google,P,P03b,3,b,NA,NA
2019,Google,P,P04,4,NA,46.67,46.67
2019,Google,P,P05,5,NA,62.5,62.5
2019,Google,P,P06,6,NA,37.71,37.71
2019,Google,P,P07,7,NA,38,38
2019,Google,P,P08,8,NA,72,72
2019,Google,P,P09,9,NA,56,56
2019,Google,P,P10a,10,a,100,100
2019,Google,P,P10b,10,b,20,20
2019,Google,P,P11a,11,a,75,75
2019,Google,P,P11b,11,b,0,0
2019,Google,P,P12,12,NA,66.67,66.67
2019,Google,P,P13,13,NA,33.33,33.33
2019,Google,P,P14,14,NA,35,35
2019,Google,P,P15,15,NA,0,0
2019,Google,P,P16,16,NA,65,65
2019,Google,P,P17,17,NA,100,100
2019,Google,P,P18,18,NA,100,100
2019,Kakao,G,G01,1,NA,25,25
2019,Kakao,G,G02,2,NA,33.33,33.33
2019,Kakao,G,G03,3,NA,25,25
2019,Kakao,G,G04a,4,a,33.33,33.33
2019,Kakao,G,G04b,4,b,0,0
2019,Kakao,G,G04c,4,c,0,0
2019,Kakao,G,G04d,4,d,0,0
2019,Kakao,G,G04e,4,e,NA,NA
2019,Kakao,G,G05,5,NA,100,100
2019,Kakao,G,G06a,6,a,40.74,40.74
2019,Kakao,G,G06b,6,b,NA,NA
2019,Kakao,F,F01a,1,a,83.33,83.33
2019,Kakao,F,F01b,1,b,NA,NA
2019,Kakao,F,F01c,1,c,NA,NA
2019,Kakao,F,F01d,1,d,NA,NA
2019,Kakao,F,F02a,2,a,91.67,91.67
2019,Kakao,F,F02b,2,b,NA,NA
2019,Kakao,F,F02c,2,c,NA,NA
2019,Kakao,F,F02d,2,d,NA,NA
2019,Kakao,F,F03a,3,a,68.05,68.05
2019,Kakao,F,F03b,3,b,NA,NA
2019,Kakao,F,F03c,3,c,NA,NA
2019,Kakao,F,F04a,4,a,NA,NA
2019,Kakao,F,F04b,4,b,NA,NA
2019,Kakao,F,F04c,4,c,NA,NA
2019,Kakao,F,F05a,5,a,28.57,28.57
2019,Kakao,F,F05b,5,b,80,80
2019,Kakao,F,F06,6,NA,38.89,38.89
2019,Kakao,F,F07,7,NA,44.44,44.44
2019,Kakao,F,F08,8,NA,50,50
2019,Kakao,F,F09,9,NA,NA,NA
2019,Kakao,F,F10,10,NA,NA,NA
2019,Kakao,F,F11,11,NA,50,50
2019,Kakao,F,F12,12,NA,NA,NA
2019,Kakao,F,F13,13,NA,NA,NA
2019,Kakao,P,P01a,1,a,100,100
2019,Kakao,P,P01b,1,b,NA,NA
2019,Kakao,P,P02a,2,a,83.33,83.33
2019,Kakao,P,P02b,2,b,NA,NA
2019,Kakao,P,P03a,3,a,88.89,88.89
2019,Kakao,P,P03b,3,b,NA,NA
2019,Kakao,P,P04,4,NA,79.17,79.17
2019,Kakao,P,P05,5,NA,37.5,37.5
2019,Kakao,P,P06,6,NA,33.33,33.33
2019,Kakao,P,P07,7,NA,37.5,37.5
2019,Kakao,P,P08,8,NA,33.33,33.33
2019,Kakao,P,P09,9,NA,0,0
2019,Kakao,P,P10a,10,a,71.43,71.43
2019,Kakao,P,P10b,10,b,0,0
2019,Kakao,P,P11a,11,a,65,65
2019,Kakao,P,P11b,11,b,0,0
2019,Kakao,P,P12,12,NA,0,0
2019,Kakao,P,P13,13,NA,100,100
2019,Kakao,P,P14,14,NA,16.67,16.67
2019,Kakao,P,P15,15,NA,50,50
2019,Kakao,P,P16,16,NA,33.33,33.33
2019,Kakao,P,P17,17,NA,75,75
2019,Kakao,P,P18,18,NA,100,100
2019,Mail.Ru,G,G01,1,NA,0,0
2019,Mail.Ru,G,G02,2,NA,0,0
2019,Mail.Ru,G,G03,3,NA,12.5,12.5
2019,Mail.Ru,G,G04a,4,a,0,0
2019,Mail.Ru,G,G04b,4,b,0,0
2019,Mail.Ru,G,G04c,4,c,0,0
2019,Mail.Ru,G,G04d,4,d,0,0
2019,Mail.Ru,G,G04e,4,e,NA,NA
2019,Mail.Ru,G,G05,5,NA,0,0
2019,Mail.Ru,G,G06a,6,a,25,25
2019,Mail.Ru,G,G06b,6,b,NA,NA
2019,Mail.Ru,F,F01a,1,a,70.84,70.84
2019,Mail.Ru,F,F01b,1,b,NA,NA
2019,Mail.Ru,F,F01c,1,c,NA,NA
2019,Mail.Ru,F,F01d,1,d,NA,NA
2019,Mail.Ru,F,F02a,2,a,12.5,12.5
2019,Mail.Ru,F,F02b,2,b,NA,NA
2019,Mail.Ru,F,F02c,2,c,NA,NA
2019,Mail.Ru,F,F02d,2,d,NA,NA
2019,Mail.Ru,F,F03a,3,a,66.66,66.66
2019,Mail.Ru,F,F03b,3,b,NA,NA
2019,Mail.Ru,F,F03c,3,c,NA,NA
2019,Mail.Ru,F,F04a,4,a,NA,NA
2019,Mail.Ru,F,F04b,4,b,NA,NA
2019,Mail.Ru,F,F04c,4,c,NA,NA
2019,Mail.Ru,F,F05a,5,a,0,0
2019,Mail.Ru,F,F05b,5,b,6.67,6.67
2019,Mail.Ru,F,F06,6,NA,0,0
2019,Mail.Ru,F,F07,7,NA,0,0
2019,Mail.Ru,F,F08,8,NA,0,0
2019,Mail.Ru,F,F09,9,NA,NA,NA
2019,Mail.Ru,F,F10,10,NA,NA,NA
2019,Mail.Ru,F,F11,11,NA,75,75
2019,Mail.Ru,F,F12,12,NA,NA,NA
2019,Mail.Ru,F,F13,13,NA,NA,NA
2019,Mail.Ru,P,P01a,1,a,33.33,33.33
2019,Mail.Ru,P,P01b,1,b,NA,NA
2019,Mail.Ru,P,P02a,2,a,0,0
2019,Mail.Ru,P,P02b,2,b,NA,NA
2019,Mail.Ru,P,P03a,3,a,41.67,41.67
2019,Mail.Ru,P,P03b,3,b,NA,NA
2019,Mail.Ru,P,P04,4,NA,25,25
2019,Mail.Ru,P,P05,5,NA,40.63,40.63
2019,Mail.Ru,P,P06,6,NA,12.5,12.5
2019,Mail.Ru,P,P07,7,NA,12.5,12.5
2019,Mail.Ru,P,P08,8,NA,0,0
2019,Mail.Ru,P,P09,9,NA,5,5
2019,Mail.Ru,P,P10a,10,a,0,0
2019,Mail.Ru,P,P10b,10,b,0,0
2019,Mail.Ru,P,P11a,11,a,0,0
2019,Mail.Ru,P,P11b,11,b,0,0
2019,Mail.Ru,P,P12,12,NA,0,0
2019,Mail.Ru,P,P13,13,NA,16.67,16.67
2019,Mail.Ru,P,P14,14,NA,58.34,58.34
2019,Mail.Ru,P,P15,15,NA,0,0
2019,Mail.Ru,P,P16,16,NA,25,25
2019,Mail.Ru,P,P17,17,NA,66.66,66.66
2019,Mail.Ru,P,P18,18,NA,100,100
2019,Microsoft,G,G01,1,NA,100,100
2019,Microsoft,G,G02,2,NA,100,100
2019,Microsoft,G,G03,3,NA,100,100
2019,Microsoft,G,G04a,4,a,100,100
2019,Microsoft,G,G04b,4,b,50,50
2019,Microsoft,G,G04c,4,c,0,0
2019,Microsoft,G,G04d,4,d,50,50
2019,Microsoft,G,G04e,4,e,NA,NA
2019,Microsoft,G,G05,5,NA,100,100
2019,Microsoft,G,G06a,6,a,27.78,27.78
2019,Microsoft,G,G06b,6,b,NA,NA
2019,Microsoft,F,F01a,1,a,91.67,91.67
2019,Microsoft,F,F01b,1,b,NA,NA
2019,Microsoft,F,F01c,1,c,NA,NA
2019,Microsoft,F,F01d,1,d,NA,NA
2019,Microsoft,F,F02a,2,a,59.38,59.38
2019,Microsoft,F,F02b,2,b,NA,NA
2019,Microsoft,F,F02c,2,c,NA,NA
2019,Microsoft,F,F02d,2,d,NA,NA
2019,Microsoft,F,F03a,3,a,71.87,71.87
2019,Microsoft,F,F03b,3,b,NA,NA
2019,Microsoft,F,F03c,3,c,NA,NA
2019,Microsoft,F,F04a,4,a,NA,NA
2019,Microsoft,F,F04b,4,b,NA,NA
2019,Microsoft,F,F04c,4,c,NA,NA
2019,Microsoft,F,F05a,5,a,57.14,57.14
2019,Microsoft,F,F05b,5,b,40,40
2019,Microsoft,F,F06,6,NA,31.67,31.67
2019,Microsoft,F,F07,7,NA,38.89,38.89
2019,Microsoft,F,F08,8,NA,12.5,12.5
2019,Microsoft,F,F09,9,NA,NA,NA
2019,Microsoft,F,F10,10,NA,NA,NA
2019,Microsoft,F,F11,11,NA,100,100
2019,Microsoft,F,F12,12,NA,NA,NA
2019,Microsoft,F,F13,13,NA,NA,NA
2019,Microsoft,P,P01a,1,a,100,100
2019,Microsoft,P,P01b,1,b,NA,NA
2019,Microsoft,P,P02a,2,a,62.5,62.5
2019,Microsoft,P,P02b,2,b,NA,NA
2019,Microsoft,P,P03a,3,a,50,50
2019,Microsoft,P,P03b,3,b,NA,NA
2019,Microsoft,P,P04,4,NA,50,50
2019,Microsoft,P,P05,5,NA,50,50
2019,Microsoft,P,P06,6,NA,35,35
2019,Microsoft,P,P07,7,NA,40.63,40.63
2019,Microsoft,P,P08,8,NA,43.75,43.75
2019,Microsoft,P,P09,9,NA,40,40
2019,Microsoft,P,P10a,10,a,100,100
2019,Microsoft,P,P10b,10,b,30,30
2019,Microsoft,P,P11a,11,a,70,70
2019,Microsoft,P,P11b,11,b,0,0
2019,Microsoft,P,P12,12,NA,66.67,66.67
2019,Microsoft,P,P13,13,NA,50,50
2019,Microsoft,P,P14,14,NA,50,50
2019,Microsoft,P,P15,15,NA,25,25
2019,Microsoft,P,P16,16,NA,62.5,62.5
2019,Microsoft,P,P17,17,NA,94.44,94.44
2019,Microsoft,P,P18,18,NA,100,100
2019,MTN,G,G01,1,NA,100,100
2019,MTN,G,G02,2,NA,100,100
2019,MTN,G,G03,3,NA,0,0
2019,MTN,G,G04a,4,a,16.67,16.67
2019,MTN,G,G04b,4,b,0,0
2019,MTN,G,G04c,4,c,0,0
2019,MTN,G,G04d,4,d,0,0
2019,MTN,G,G04e,4,e,NA,NA
2019,MTN,G,G05,5,NA,0,0
2019,MTN,G,G06a,6,a,27.78,27.78
2019,MTN,G,G06b,6,b,NA,NA
2019,MTN,F,F01a,1,a,29.17,29.17
2019,MTN,F,F01b,1,b,NA,NA
2019,MTN,F,F01c,1,c,NA,NA
2019,MTN,F,F01d,1,d,NA,NA
2019,MTN,F,F02a,2,a,18.75,18.75
2019,MTN,F,F02b,2,b,NA,NA
2019,MTN,F,F02c,2,c,NA,NA
2019,MTN,F,F02d,2,d,NA,NA
2019,MTN,F,F03a,3,a,18.34,18.34
2019,MTN,F,F03b,3,b,NA,NA
2019,MTN,F,F03c,3,c,NA,NA
2019,MTN,F,F04a,4,a,NA,NA
2019,MTN,F,F04b,4,b,NA,NA
2019,MTN,F,F04c,4,c,NA,NA
2019,MTN,F,F05a,5,a,0,0
2019,MTN,F,F05b,5,b,0,0
2019,MTN,F,F06,6,NA,0,0
2019,MTN,F,F07,7,NA,0,0
2019,MTN,F,F08,8,NA,20.84,20.84
2019,MTN,F,F09,9,NA,0,0
2019,MTN,F,F10,10,NA,18.75,18.75
2019,MTN,F,F11,11,NA,0,0
2019,MTN,F,F12,12,NA,NA,NA
2019,MTN,F,F13,13,NA,NA,NA
2019,MTN,P,P01a,1,a,50,50
2019,MTN,P,P01b,1,b,NA,NA
2019,MTN,P,P02a,2,a,0,0
2019,MTN,P,P02b,2,b,NA,NA
2019,MTN,P,P03a,3,a,33.33,33.33
2019,MTN,P,P03b,3,b,NA,NA
2019,MTN,P,P04,4,NA,0,0
2019,MTN,P,P05,5,NA,25,25
2019,MTN,P,P06,6,NA,0,0
2019,MTN,P,P07,7,NA,0,0
2019,MTN,P,P08,8,NA,0,0
2019,MTN,P,P09,9,NA,NA,NA
2019,MTN,P,P10a,10,a,0,0
2019,MTN,P,P10b,10,b,0,0
2019,MTN,P,P11a,11,a,0,0
2019,MTN,P,P11b,11,b,0,0
2019,MTN,P,P12,12,NA,0,0
2019,MTN,P,P13,13,NA,16.67,16.67
2019,MTN,P,P14,14,NA,8.33,8.33
2019,MTN,P,P15,15,NA,0,0
2019,MTN,P,P16,16,NA,NA,NA
2019,MTN,P,P17,17,NA,NA,NA
2019,MTN,P,P18,18,NA,50,50
2019,Ooredoo,G,G01,1,NA,0,0
2019,Ooredoo,G,G02,2,NA,0,0
2019,Ooredoo,G,G03,3,NA,0,0
2019,Ooredoo,G,G04a,4,a,0,0
2019,Ooredoo,G,G04b,4,b,0,0
2019,Ooredoo,G,G04c,4,c,0,0
2019,Ooredoo,G,G04d,4,d,0,0
2019,Ooredoo,G,G04e,4,e,NA,NA
2019,Ooredoo,G,G05,5,NA,0,0
2019,Ooredoo,G,G06a,6,a,0,0
2019,Ooredoo,G,G06b,6,b,NA,NA
2019,Ooredoo,F,F01a,1,a,91.67,91.67
2019,Ooredoo,F,F01b,1,b,NA,NA
2019,Ooredoo,F,F01c,1,c,NA,NA
2019,Ooredoo,F,F01d,1,d,NA,NA
2019,Ooredoo,F,F02a,2,a,12.5,12.5
2019,Ooredoo,F,F02b,2,b,NA,NA
2019,Ooredoo,F,F02c,2,c,NA,NA
2019,Ooredoo,F,F02d,2,d,NA,NA
2019,Ooredoo,F,F03a,3,a,53.34,53.34
2019,Ooredoo,F,F03b,3,b,NA,NA
2019,Ooredoo,F,F03c,3,c,NA,NA
2019,Ooredoo,F,F04a,4,a,NA,NA
2019,Ooredoo,F,F04b,4,b,NA,NA
2019,Ooredoo,F,F04c,4,c,NA,NA
2019,Ooredoo,F,F05a,5,a,0,0
2019,Ooredoo,F,F05b,5,b,0,0
2019,Ooredoo,F,F06,6,NA,0,0
2019,Ooredoo,F,F07,7,NA,0,0
2019,Ooredoo,F,F08,8,NA,0,0
2019,Ooredoo,F,F09,9,NA,0,0
2019,Ooredoo,F,F10,10,NA,6.25,6.25
2019,Ooredoo,F,F11,11,NA,0,0
2019,Ooredoo,F,F12,12,NA,NA,NA
2019,Ooredoo,F,F13,13,NA,NA,NA
2019,Ooredoo,P,P01a,1,a,0,0
2019,Ooredoo,P,P01b,1,b,NA,NA
2019,Ooredoo,P,P02a,2,a,0,0
2019,Ooredoo,P,P02b,2,b,NA,NA
2019,Ooredoo,P,P03a,3,a,0,0
2019,Ooredoo,P,P03b,3,b,NA,NA
2019,Ooredoo,P,P04,4,NA,0,0
2019,Ooredoo,P,P05,5,NA,0,0
2019,Ooredoo,P,P06,6,NA,0,0
2019,Ooredoo,P,P07,7,NA,0,0
2019,Ooredoo,P,P08,8,NA,0,0
2019,Ooredoo,P,P09,9,NA,NA,NA
2019,Ooredoo,P,P10a,10,a,0,0
2019,Ooredoo,P,P10b,10,b,0,0
2019,Ooredoo,P,P11a,11,a,0,0
2019,Ooredoo,P,P11b,11,b,0,0
2019,Ooredoo,P,P12,12,NA,0,0
2019,Ooredoo,P,P13,13,NA,0,0
2019,Ooredoo,P,P14,14,NA,0,0
2019,Ooredoo,P,P15,15,NA,0,0
2019,Ooredoo,P,P16,16,NA,NA,NA
2019,Ooredoo,P,P17,17,NA,NA,NA
2019,Ooredoo,P,P18,18,NA,0,0
2019,Orange,G,G01,1,NA,100,100
2019,Orange,G,G02,2,NA,100,100
2019,Orange,G,G03,3,NA,100,100
2019,Orange,G,G04a,4,a,100,100
2019,Orange,G,G04b,4,b,0,0
2019,Orange,G,G04c,4,c,0,0
2019,Orange,G,G04d,4,d,0,0
2019,Orange,G,G04e,4,e,NA,NA
2019,Orange,G,G05,5,NA,100,100
2019,Orange,G,G06a,6,a,38.89,38.89
2019,Orange,G,G06b,6,b,NA,NA
2019,Orange,F,F01a,1,a,66.67,66.67
2019,Orange,F,F01b,1,b,NA,NA
2019,Orange,F,F01c,1,c,NA,NA
2019,Orange,F,F01d,1,d,NA,NA
2019,Orange,F,F02a,2,a,18.75,18.75
2019,Orange,F,F02b,2,b,NA,NA
2019,Orange,F,F02c,2,c,NA,NA
2019,Orange,F,F02d,2,d,NA,NA
2019,Orange,F,F03a,3,a,80,80
2019,Orange,F,F03b,3,b,NA,NA
2019,Orange,F,F03c,3,c,NA,NA
2019,Orange,F,F04a,4,a,NA,NA
2019,Orange,F,F04b,4,b,NA,NA
2019,Orange,F,F04c,4,c,NA,NA
2019,Orange,F,F05a,5,a,0,0
2019,Orange,F,F05b,5,b,0,0
2019,Orange,F,F06,6,NA,0,0
2019,Orange,F,F07,7,NA,0,0
2019,Orange,F,F08,8,NA,16.67,16.67
2019,Orange,F,F09,9,NA,0,0
